;date;ward_A_nursing_staff_capacity;ward_A_planned_absences;ward_A_unplanned_absences;ward_B_nursing_staff_capacity;ward_B_planned_absences;ward_B_unplanned_absences;ward_C_nursing_staff_capacity;ward_C_planned_absences;ward_C_unplanned_absences;ward_D_nursing_staff_capacity;ward_D_planned_absences;ward_D_unplanned_absences
3031;07.05.2022 19:00;5;43;8;8;37;7;6;35;5;8;33;7
3032;07.05.2022 20:00;9;43;10;12;37;7;6;35;5;12;33;7
3033;07.05.2022 21:00;9;43;10;12;37;6;7;35;5;12;33;7
3034;07.05.2022 22:00;4;43;10;4;37;6;3;35;5;4;33;7
3035;07.05.2022 23:00;4;43;10;4;37;6;3;35;5;4;33;7
3036;08.05.2022 00:00;4;43;10;4;37;6;3;35;5;4;33;7
3037;08.05.2022 01:00;4;43;10;4;37;6;3;35;5;4;33;7
3038;08.05.2022 02:00;4;43;10;4;37;6;3;35;5;4;33;7
3039;08.05.2022 03:00;4;43;10;4;37;6;3;35;5;4;33;7
3040;08.05.2022 04:00;4;43;10;4;37;6;3;35;5;4;33;7
3041;08.05.2022 05:00;11;43;14;11;37;7;10;35;5;12;33;9
3042;08.05.2022 06:00;11;43;12;11;37;6;10;35;5;12;33;7
3043;08.05.2022 07:00;7;43;12;7;37;6;7;35;5;8;33;7
3044;08.05.2022 08:00;7;43;13;8;37;6;7;35;5;8;33;7
3045;08.05.2022 09:00;7;43;12;8;37;6;7;35;5;8;33;7
3046;08.05.2022 10:00;7;43;12;8;37;6;7;35;5;8;33;7
3047;08.05.2022 11:00;7;43;12;8;37;6;7;35;5;8;33;7
3048;08.05.2022 12:00;7;43;12;8;37;6;7;35;5;8;33;7
3049;08.05.2022 13:00;12;43;13;15;37;7;12;35;6;15;33;11
3050;08.05.2022 14:00;12;43;12;15;37;6;12;35;6;15;33;9
3051;08.05.2022 15:00;5;43;12;8;37;6;5;35;6;7;33;9
3052;08.05.2022 16:00;5;43;12;8;37;6;5;35;6;7;33;9
3053;08.05.2022 17:00;5;43;12;8;37;6;5;35;6;7;33;9
3054;08.05.2022 18:00;5;43;12;8;37;6;5;35;6;7;33;9
3055;08.05.2022 19:00;5;43;12;8;37;6;5;35;6;7;33;9
3056;08.05.2022 20:00;10;43;14;12;37;6;7;35;6;11;33;9
3057;08.05.2022 21:00;10;43;12;12;37;6;8;35;6;11;33;9
3058;08.05.2022 22:00;5;43;12;4;37;6;3;35;6;4;33;9
3059;08.05.2022 23:00;5;43;12;4;37;6;3;35;6;4;33;9
3060;09.05.2022 00:00;5;52;9;4;51;5;3;34;1;4;43;7
3061;09.05.2022 01:00;5;52;9;4;51;5;3;34;1;4;43;7
3062;09.05.2022 02:00;5;52;9;4;51;5;3;34;1;4;43;7
3063;09.05.2022 03:00;5;52;9;4;51;5;3;34;1;4;43;7
3064;09.05.2022 04:00;5;52;9;4;51;5;3;34;1;4;43;7
3065;09.05.2022 05:00;17;52;11;11;51;7;10;34;1;15;43;7
3066;09.05.2022 06:00;17;52;7;11;51;6;11;34;1;15;43;5
3067;09.05.2022 07:00;16;52;9;15;51;6;13;34;4;21;43;6
3068;09.05.2022 08:00;21;52;11;16;51;6;14;34;4;21;43;6
3069;09.05.2022 09:00;21;52;10;16;51;6;15;34;4;21;43;6
3070;09.05.2022 10:00;21;52;10;16;51;6;15;34;4;21;43;6
3071;09.05.2022 11:00;21;52;10;16;51;6;16;34;5;21;43;6
3072;09.05.2022 12:00;17;52;10;16;51;6;16;34;5;21;43;6
3073;09.05.2022 13:00;26;52;10;27;51;7;20;34;6;29;43;8
3074;09.05.2022 14:00;24;52;9;26;51;6;18;34;5;27;43;4
3075;09.05.2022 15:00;11;52;9;18;51;6;11;34;5;16;43;4
3076;09.05.2022 16:00;10;52;9;11;51;6;7;34;5;8;43;4
3077;09.05.2022 17:00;10;52;9;11;51;6;7;34;5;8;43;4
3078;09.05.2022 18:00;10;52;9;11;51;6;7;34;5;8;43;4
3079;09.05.2022 19:00;10;52;9;11;51;6;7;34;5;8;43;4
3080;09.05.2022 20:00;15;52;9;15;51;7;8;34;5;12;43;5
3081;09.05.2022 21:00;15;52;7;15;51;7;9;34;5;12;43;5
3082;09.05.2022 22:00;5;52;7;4;51;7;3;34;5;4;43;5
3083;09.05.2022 23:00;5;52;7;4;51;7;3;34;5;4;43;5
3084;10.05.2022 00:00;5;51;7;4;53;7;3;36;5;4;42;4
3085;10.05.2022 01:00;5;51;7;4;53;7;3;36;5;4;42;4
3086;10.05.2022 02:00;5;51;7;4;53;7;3;36;5;4;42;4
3087;10.05.2022 03:00;5;51;7;4;53;7;3;36;5;4;42;4
3088;10.05.2022 04:00;5;51;7;4;53;7;3;36;5;4;42;4
3089;10.05.2022 05:00;21;51;8;13;53;8;11;36;5;18;42;4
3090;10.05.2022 06:00;21;51;6;13;53;6;12;36;5;18;42;4
3091;10.05.2022 07:00;20;51;6;15;53;6;14;36;5;25;42;5
3092;10.05.2022 08:00;23;51;8;15;53;6;15;36;5;25;42;4
3093;10.05.2022 09:00;23;51;7;15;53;6;15;36;5;25;42;4
3094;10.05.2022 10:00;23;51;7;15;53;6;15;36;5;25;42;4
3095;10.05.2022 11:00;23;51;7;15;53;6;16;36;6;25;42;4
3096;10.05.2022 12:00;20;51;7;15;53;6;16;36;5;25;42;4
3097;10.05.2022 13:00;29;51;7;26;53;7;22;36;5;33;42;6
3098;10.05.2022 14:00;27;51;7;26;53;6;21;36;4;31;42;4
3099;10.05.2022 15:00;10;51;7;17;53;6;13;36;4;17;42;4
3100;10.05.2022 16:00;9;51;7;11;53;6;8;36;4;8;42;4
3101;10.05.2022 17:00;9;51;7;11;53;6;8;36;4;8;42;4
3102;10.05.2022 18:00;9;51;7;11;53;6;8;36;4;8;42;4
3103;10.05.2022 19:00;9;51;7;11;53;6;8;36;4;8;42;4
3104;10.05.2022 20:00;14;51;7;15;53;7;9;36;4;12;42;5
3105;10.05.2022 21:00;14;51;7;15;53;6;10;36;4;12;42;4
3106;10.05.2022 22:00;5;51;7;4;53;6;4;36;4;4;42;4
3107;10.05.2022 23:00;5;51;7;4;53;6;3;36;4;4;42;4
3108;11.05.2022 00:00;5;53;7;4;56;7;3;34;4;4;43;5
3109;11.05.2022 01:00;5;53;7;4;56;7;3;34;4;4;43;5
3110;11.05.2022 02:00;5;53;7;4;56;7;3;34;4;4;43;5
3111;11.05.2022 03:00;5;53;7;4;56;7;3;34;4;4;43;5
3112;11.05.2022 04:00;5;53;7;4;56;7;3;34;4;4;43;5
3113;11.05.2022 05:00;16;53;9;12;56;9;10;34;6;14;43;5
3114;11.05.2022 06:00;16;53;8;12;56;8;10;34;6;14;43;5
3115;11.05.2022 07:00;16;53;8;15;56;8;12;34;6;21;43;6
3116;11.05.2022 08:00;20;53;10;16;56;8;13;34;6;21;43;5
3117;11.05.2022 09:00;20;53;8;16;56;8;14;34;6;21;43;5
3118;11.05.2022 10:00;20;53;8;16;56;8;14;34;6;21;43;5
3119;11.05.2022 11:00;20;53;8;17;56;8;15;34;7;21;43;5
3120;11.05.2022 12:00;17;53;8;17;56;8;16;34;6;21;43;5
3121;11.05.2022 13:00;25;53;9;25;56;8;21;34;6;30;43;7
3122;11.05.2022 14:00;23;53;9;25;56;7;19;34;6;28;43;5
3123;11.05.2022 15:00;11;53;9;16;56;7;12;34;6;18;43;5
3124;11.05.2022 16:00;9;53;9;10;56;7;7;34;6;9;43;5
3125;11.05.2022 17:00;9;53;9;10;56;7;7;34;6;9;43;5
3126;11.05.2022 18:00;9;53;9;10;56;7;7;34;6;9;43;5
3127;11.05.2022 19:00;9;53;9;10;56;7;7;34;6;9;43;5
3128;11.05.2022 20:00;14;53;9;13;56;8;8;34;6;13;43;5
3129;11.05.2022 21:00;14;53;9;13;56;7;9;34;6;13;43;4
3130;11.05.2022 22:00;5;53;9;4;56;7;3;34;6;4;43;4
3131;11.05.2022 23:00;5;53;9;4;56;7;3;34;6;4;43;4
3132;12.05.2022 00:00;5;51;10;4;56;8;3;34;7;4;42;6
3133;12.05.2022 01:00;5;51;10;4;56;8;3;34;7;4;42;6
3134;12.05.2022 02:00;5;51;10;4;56;8;3;34;7;4;42;6
3135;12.05.2022 03:00;5;51;10;4;56;8;3;34;7;4;42;6
3136;12.05.2022 04:00;5;51;10;4;56;8;3;34;7;4;42;6
3137;12.05.2022 05:00;17;51;12;12;56;10;10;34;8;15;42;6
3138;12.05.2022 06:00;18;51;10;13;56;8;11;34;6;15;42;6
3139;12.05.2022 07:00;16;51;11;16;56;8;15;34;6;21;42;7
3140;12.05.2022 08:00;20;51;12;16;56;8;16;34;6;21;42;6
3141;12.05.2022 09:00;20;51;11;16;56;8;16;34;6;21;42;6
3142;12.05.2022 10:00;20;51;11;16;56;8;16;34;6;21;42;6
3143;12.05.2022 11:00;20;51;11;16;56;8;16;34;6;21;42;6
3144;12.05.2022 12:00;17;51;11;16;56;8;16;34;5;21;42;6
3145;12.05.2022 13:00;24;51;13;21;56;9;23;34;5;29;42;7
3146;12.05.2022 14:00;23;51;12;21;56;9;22;34;5;28;42;5
3147;12.05.2022 15:00;10;51;12;12;56;9;15;34;5;17;42;5
3148;12.05.2022 16:00;8;51;12;6;56;9;8;34;5;8;42;5
3149;12.05.2022 17:00;8;51;12;6;56;9;8;34;5;8;42;5
3150;12.05.2022 18:00;8;51;12;6;56;9;8;34;5;8;42;5
3151;12.05.2022 19:00;8;51;12;6;56;9;7;34;5;8;42;5
3152;12.05.2022 20:00;13;51;12;10;56;9;9;34;5;12;42;5
3153;12.05.2022 21:00;13;51;12;10;56;8;10;34;5;12;42;5
3154;12.05.2022 22:00;5;51;12;4;56;8;3;34;5;4;42;5
3155;12.05.2022 23:00;5;51;12;4;56;8;3;34;5;4;42;5
3156;13.05.2022 00:00;5;52;13;4;48;9;3;35;7;4;42;4
3157;13.05.2022 01:00;5;52;13;4;48;9;3;35;7;4;42;4
3158;13.05.2022 02:00;5;52;13;4;48;9;3;35;7;4;42;4
3159;13.05.2022 03:00;5;52;13;4;48;9;3;35;7;4;42;4
3160;13.05.2022 04:00;5;52;13;4;48;9;3;35;7;4;42;4
3161;13.05.2022 05:00;17;52;14;12;48;11;10;35;7;13;42;6
3162;13.05.2022 06:00;17;52;12;13;48;9;12;35;6;14;42;6
3163;13.05.2022 07:00;16;52;13;15;48;9;13;35;4;20;42;7
3164;13.05.2022 08:00;20;52;12;15;48;9;13;35;4;20;42;6
3165;13.05.2022 09:00;20;52;11;15;48;9;14;35;4;20;42;6
3166;13.05.2022 10:00;20;52;11;15;48;9;14;35;4;20;42;6
3167;13.05.2022 11:00;20;52;11;15;48;9;15;35;4;20;42;6
3168;13.05.2022 12:00;17;52;11;15;48;9;15;35;4;20;42;6
3169;13.05.2022 13:00;24;52;13;22;48;10;22;35;4;28;42;7
3170;13.05.2022 14:00;23;52;11;22;48;9;21;35;4;27;42;6
3171;13.05.2022 15:00;10;52;11;13;48;9;13;35;4;17;42;6
3172;13.05.2022 16:00;8;52;11;8;48;9;9;35;4;8;42;6
3173;13.05.2022 17:00;8;52;11;8;48;9;9;35;4;8;42;6
3174;13.05.2022 18:00;8;52;11;8;48;9;9;35;4;8;42;6
3175;13.05.2022 19:00;8;52;11;8;48;9;8;35;4;8;42;6
3176;13.05.2022 20:00;13;52;11;13;48;10;9;35;4;12;42;6
3177;13.05.2022 21:00;13;52;11;13;48;10;10;35;4;12;42;6
3178;13.05.2022 22:00;5;52;11;5;48;10;3;35;4;4;42;6
3179;13.05.2022 23:00;5;52;11;5;48;10;3;35;4;4;42;6
3180;14.05.2022 00:00;5;46;16;5;38;10;3;37;4;4;33;6
3181;14.05.2022 01:00;5;46;16;5;38;10;3;37;4;4;33;6
3182;14.05.2022 02:00;5;46;16;5;38;10;3;37;4;4;33;6
3183;14.05.2022 03:00;5;46;16;5;38;10;3;37;4;4;33;6
3184;14.05.2022 04:00;5;46;16;5;38;10;3;37;4;4;33;6
3185;14.05.2022 05:00;15;46;16;15;38;11;8;37;6;12;33;8
3186;14.05.2022 06:00;15;46;15;15;38;9;8;37;6;12;33;6
3187;14.05.2022 07:00;10;46;13;10;38;9;5;37;5;9;33;6
3188;14.05.2022 08:00;10;46;11;10;38;9;5;37;5;9;33;5
3189;14.05.2022 09:00;10;46;10;10;38;9;5;37;5;9;33;5
3190;14.05.2022 10:00;10;46;10;10;38;9;5;37;5;9;33;5
3191;14.05.2022 11:00;10;46;10;10;38;9;5;37;5;9;33;5
3192;14.05.2022 12:00;10;46;10;10;38;9;5;37;5;9;33;5
3193;14.05.2022 13:00;15;46;11;19;38;9;11;37;5;18;33;6
3194;14.05.2022 14:00;15;46;9;19;38;8;11;37;5;18;33;5
3195;14.05.2022 15:00;5;46;9;9;38;8;6;37;5;10;33;5
3196;14.05.2022 16:00;5;46;9;9;38;8;6;37;5;9;33;5
3197;14.05.2022 17:00;5;46;9;9;38;8;6;37;5;9;33;5
3198;14.05.2022 18:00;5;46;9;9;38;8;6;37;5;9;33;5
3199;14.05.2022 19:00;5;46;9;9;38;8;6;37;5;9;33;5
3200;14.05.2022 20:00;9;46;9;13;38;9;8;37;5;13;33;5
3201;14.05.2022 21:00;9;46;9;13;38;8;9;37;5;13;33;5
3202;14.05.2022 22:00;4;46;9;4;38;8;3;37;5;4;33;5
3203;14.05.2022 23:00;4;46;9;4;38;8;3;37;5;4;33;5
3204;15.05.2022 00:00;4;45;10;4;37;8;3;37;5;4;33;5
3205;15.05.2022 01:00;4;45;10;4;37;8;3;37;5;4;33;5
3206;15.05.2022 02:00;4;45;10;4;37;8;3;37;5;4;33;5
3207;15.05.2022 03:00;4;45;10;4;37;8;3;37;5;4;33;5
3208;15.05.2022 04:00;4;45;10;4;37;8;3;37;5;4;33;5
3209;15.05.2022 05:00;14;45;10;13;37;10;8;37;7;13;33;7
3210;15.05.2022 06:00;14;45;10;13;37;9;8;37;5;13;33;5
3211;15.05.2022 07:00;10;45;10;9;37;9;5;37;5;9;33;5
3212;15.05.2022 08:00;10;45;10;9;37;9;5;37;5;9;33;5
3213;15.05.2022 09:00;10;45;10;9;37;9;5;37;5;9;33;5
3214;15.05.2022 10:00;10;45;10;9;37;9;5;37;5;9;33;5
3215;15.05.2022 11:00;10;45;10;9;37;9;5;37;5;9;33;5
3216;15.05.2022 12:00;10;45;10;9;37;9;5;37;5;9;33;5
3217;15.05.2022 13:00;14;45;12;18;37;9;11;37;5;18;33;6
3218;15.05.2022 14:00;14;45;11;18;37;9;11;37;5;18;33;5
3219;15.05.2022 15:00;4;45;11;9;37;9;6;37;5;9;33;5
3220;15.05.2022 16:00;4;45;11;9;37;9;6;37;5;9;33;5
3221;15.05.2022 17:00;4;45;11;9;37;9;6;37;5;9;33;5
3222;15.05.2022 18:00;4;45;11;9;37;9;6;37;5;9;33;5
3223;15.05.2022 19:00;4;45;11;9;37;9;6;37;5;9;33;5
3224;15.05.2022 20:00;8;45;12;13;37;10;8;37;5;13;33;5
3225;15.05.2022 21:00;8;45;12;13;37;9;9;37;5;13;33;5
3226;15.05.2022 22:00;4;45;12;4;37;9;3;37;5;4;33;5
3227;15.05.2022 23:00;4;45;12;4;37;9;3;37;5;4;33;5
3228;16.05.2022 00:00;4;47;4;4;49;7;3;36;2;4;43;3
3229;16.05.2022 01:00;4;47;4;4;49;7;3;36;2;4;43;3
3230;16.05.2022 02:00;4;47;4;4;49;7;3;36;2;4;43;3
3231;16.05.2022 03:00;4;47;4;4;49;7;3;36;2;4;43;3
3232;16.05.2022 04:00;4;47;4;4;49;7;3;36;2;4;43;3
3233;16.05.2022 05:00;16;47;8;11;49;12;9;36;2;17;43;4
3234;16.05.2022 06:00;16;47;8;11;49;10;11;36;0;18;43;2
3235;16.05.2022 07:00;15;47;11;14;49;10;16;36;3;23;43;4
3236;16.05.2022 08:00;21;47;12;15;49;11;17;36;3;23;43;4
3237;16.05.2022 09:00;21;47;12;15;49;11;18;36;3;23;43;4
3238;16.05.2022 10:00;21;47;12;15;49;11;18;36;3;23;43;4
3239;16.05.2022 11:00;21;47;12;15;49;11;19;36;3;23;43;4
3240;16.05.2022 12:00;17;47;12;15;49;11;19;36;3;23;43;4
3241;16.05.2022 13:00;24;47;14;23;49;12;26;36;3;32;43;5
3242;16.05.2022 14:00;23;47;12;22;49;12;24;36;3;32;43;4
3243;16.05.2022 15:00;9;47;12;15;49;12;16;36;3;18;43;4
3244;16.05.2022 16:00;8;47;12;8;49;12;8;36;3;9;43;4
3245;16.05.2022 17:00;8;47;12;8;49;12;8;36;3;9;43;4
3246;16.05.2022 18:00;8;47;12;8;49;12;8;36;3;9;43;4
3247;16.05.2022 19:00;8;47;12;8;49;12;8;36;3;9;43;4
3248;16.05.2022 20:00;13;47;12;12;49;13;9;36;3;13;43;4
3249;16.05.2022 21:00;13;47;11;12;49;12;10;36;3;13;43;4
3250;16.05.2022 22:00;5;47;11;4;49;12;4;36;3;4;43;4
3251;16.05.2022 23:00;5;47;11;4;49;12;3;36;3;4;43;4
3252;17.05.2022 00:00;5;47;11;4;51;12;3;36;3;4;43;6
3253;17.05.2022 01:00;5;47;11;4;51;12;3;36;3;4;43;6
3254;17.05.2022 02:00;5;47;11;4;51;12;3;36;3;4;43;6
3255;17.05.2022 03:00;5;47;11;4;51;12;3;36;3;4;43;6
3256;17.05.2022 04:00;5;47;11;4;51;12;3;36;3;4;43;6
3257;17.05.2022 05:00;16;47;16;11;51;15;10;36;3;15;43;7
3258;17.05.2022 06:00;16;47;12;11;51;10;12;36;3;18;43;6
3259;17.05.2022 07:00;16;47;12;13;51;10;17;36;3;21;43;9
3260;17.05.2022 08:00;20;47;12;15;51;9;19;36;3;21;43;7
3261;17.05.2022 09:00;20;47;11;15;51;9;19;36;3;21;43;7
3262;17.05.2022 10:00;20;47;11;15;51;9;19;36;3;21;43;7
3263;17.05.2022 11:00;20;47;11;15;51;9;20;36;3;21;43;7
3264;17.05.2022 12:00;18;47;11;15;51;9;19;36;3;21;43;7
3265;17.05.2022 13:00;25;47;13;23;51;11;25;36;3;31;43;7
3266;17.05.2022 14:00;23;47;11;21;51;10;23;36;3;31;43;6
3267;17.05.2022 15:00;10;47;11;14;51;10;15;36;3;17;43;6
3268;17.05.2022 16:00;8;47;11;8;51;10;7;36;3;10;43;6
3269;17.05.2022 17:00;8;47;11;8;51;10;7;36;3;10;43;6
3270;17.05.2022 18:00;8;47;11;8;51;10;7;36;3;10;43;6
3271;17.05.2022 19:00;8;47;11;8;51;10;7;36;3;10;43;6
3272;17.05.2022 20:00;13;47;11;12;51;11;8;36;3;14;43;6
3273;17.05.2022 21:00;13;47;11;12;51;10;9;36;3;14;43;6
3274;17.05.2022 22:00;5;47;11;4;51;10;3;36;3;4;43;6
3275;17.05.2022 23:00;5;47;11;4;51;10;3;36;3;4;43;6
3276;18.05.2022 00:00;5;48;12;4;51;11;3;37;3;4;45;5
3277;18.05.2022 01:00;5;48;12;4;51;11;3;37;3;4;45;5
3278;18.05.2022 02:00;5;48;12;4;51;11;3;37;3;4;45;5
3279;18.05.2022 03:00;5;48;12;4;51;11;3;37;3;4;45;5
3280;18.05.2022 04:00;5;48;12;4;51;11;3;37;3;4;45;5
3281;18.05.2022 05:00;16;48;18;12;51;13;12;37;3;14;45;7
3282;18.05.2022 06:00;16;48;13;12;51;10;14;37;3;15;45;6
3283;18.05.2022 07:00;16;48;13;14;51;10;16;37;3;19;45;9
3284;18.05.2022 08:00;22;48;14;15;51;10;17;37;3;19;45;6
3285;18.05.2022 09:00;22;48;13;15;51;10;17;37;3;19;45;6
3286;18.05.2022 10:00;22;48;13;15;51;10;17;37;3;19;45;6
3287;18.05.2022 11:00;22;48;13;15;51;10;17;37;3;19;45;6
3288;18.05.2022 12:00;18;48;13;15;51;10;16;37;3;19;45;6
3289;18.05.2022 13:00;25;48;14;22;51;13;24;37;3;29;45;6
3290;18.05.2022 14:00;23;48;12;21;51;11;23;37;3;29;45;6
3291;18.05.2022 15:00;10;48;12;13;51;11;13;37;3;18;45;6
3292;18.05.2022 16:00;8;48;12;7;51;11;8;37;3;10;45;6
3293;18.05.2022 17:00;8;48;12;7;51;11;8;37;3;10;45;6
3294;18.05.2022 18:00;8;48;12;7;51;11;8;37;3;10;45;6
3295;18.05.2022 19:00;8;48;12;7;51;11;7;37;3;10;45;6
3296;18.05.2022 20:00;13;48;12;10;51;11;9;37;3;14;45;6
3297;18.05.2022 21:00;13;48;12;10;51;10;10;37;3;14;45;6
3298;18.05.2022 22:00;5;48;12;3;51;10;3;37;3;4;45;6
3299;18.05.2022 23:00;5;48;12;3;51;10;3;37;3;4;45;6
3300;19.05.2022 00:00;5;48;13;3;52;11;3;35;4;4;41;6
3301;19.05.2022 01:00;5;48;13;3;52;11;3;35;4;4;41;6
3302;19.05.2022 02:00;5;48;13;3;52;11;3;35;4;4;41;6
3303;19.05.2022 03:00;5;48;13;3;52;11;3;35;4;4;41;6
3304;19.05.2022 04:00;5;48;13;3;52;11;3;35;4;4;41;6
3305;19.05.2022 05:00;15;48;14;12;52;12;10;35;4;15;41;8
3306;19.05.2022 06:00;17;48;9;12;52;10;12;35;4;16;41;6
3307;19.05.2022 07:00;17;48;9;14;52;10;15;35;3;20;41;9
3308;19.05.2022 08:00;23;48;10;15;52;10;16;35;3;20;41;6
3309;19.05.2022 09:00;23;48;9;15;52;10;16;35;3;20;41;6
3310;19.05.2022 10:00;23;48;9;15;52;10;16;35;3;20;41;6
3311;19.05.2022 11:00;23;48;9;15;52;10;16;35;3;20;41;6
3312;19.05.2022 12:00;19;48;9;15;52;10;16;35;3;20;41;6
3313;19.05.2022 13:00;26;48;11;23;52;12;25;35;3;30;41;6
3314;19.05.2022 14:00;24;48;10;22;52;9;24;35;3;30;41;6
3315;19.05.2022 15:00;11;48;10;13;52;9;15;35;3;18;41;6
3316;19.05.2022 16:00;8;48;10;8;52;9;9;35;3;10;41;6
3317;19.05.2022 17:00;8;48;10;8;52;9;9;35;3;10;41;6
3318;19.05.2022 18:00;8;48;10;8;52;9;9;35;3;10;41;6
3319;19.05.2022 19:00;8;48;10;8;52;9;8;35;3;10;41;6
3320;19.05.2022 20:00;13;48;10;11;52;9;10;35;3;14;41;6
3321;19.05.2022 21:00;13;48;10;11;52;9;11;35;3;14;41;6
3322;19.05.2022 22:00;5;48;10;3;52;9;3;35;3;4;41;6
3323;19.05.2022 23:00;5;48;10;3;52;9;3;35;3;4;41;6
3324;20.05.2022 00:00;5;48;9;3;51;10;3;36;4;4;42;7
3325;20.05.2022 01:00;5;48;9;3;51;10;3;36;4;4;42;7
3326;20.05.2022 02:00;5;48;9;3;51;10;3;36;4;4;42;7
3327;20.05.2022 03:00;5;48;9;3;51;10;3;36;4;4;42;7
3328;20.05.2022 04:00;5;48;9;3;51;10;3;36;4;4;42;7
3329;20.05.2022 05:00;16;48;12;12;51;10;11;36;4;16;42;8
3330;20.05.2022 06:00;18;48;10;12;51;9;11;36;4;17;42;6
3331;20.05.2022 07:00;17;48;11;14;51;9;12;36;3;20;42;8
3332;20.05.2022 08:00;22;48;11;15;51;9;12;36;3;20;42;5
3333;20.05.2022 09:00;22;48;10;15;51;9;12;36;3;20;42;5
3334;20.05.2022 10:00;22;48;10;15;51;9;12;36;3;20;42;5
3335;20.05.2022 11:00;22;48;10;15;51;9;13;36;3;20;42;5
3336;20.05.2022 12:00;18;48;10;15;51;9;13;36;3;20;42;5
3337;20.05.2022 13:00;24;48;13;24;51;10;18;36;3;29;42;5
3338;20.05.2022 14:00;22;48;11;23;51;8;18;36;3;29;42;5
3339;20.05.2022 15:00;9;48;11;14;51;8;10;36;3;16;42;5
3340;20.05.2022 16:00;7;48;11;9;51;8;6;36;3;9;42;5
3341;20.05.2022 17:00;7;48;11;9;51;8;6;36;3;9;42;5
3342;20.05.2022 18:00;7;48;11;9;51;8;6;36;3;9;42;5
3343;20.05.2022 19:00;7;48;11;9;51;8;6;36;3;9;42;5
3344;20.05.2022 20:00;12;48;11;13;51;9;8;36;3;14;42;6
3345;20.05.2022 21:00;12;48;11;13;51;9;8;36;3;14;42;6
3346;20.05.2022 22:00;5;48;11;4;51;9;3;36;3;5;42;6
3347;20.05.2022 23:00;5;48;11;4;51;9;3;36;3;5;42;6
3348;21.05.2022 00:00;5;45;14;4;37;6;3;35;4;5;34;5
3349;21.05.2022 01:00;5;45;14;4;37;6;3;35;4;5;34;5
3350;21.05.2022 02:00;5;45;14;4;37;6;3;35;4;5;34;5
3351;21.05.2022 03:00;5;45;14;4;37;6;3;35;4;5;34;5
3352;21.05.2022 04:00;5;45;14;4;37;6;3;35;4;5;34;5
3353;21.05.2022 05:00;15;45;16;12;37;8;9;35;4;13;34;6
3354;21.05.2022 06:00;15;45;13;12;37;8;10;35;4;13;34;5
3355;21.05.2022 07:00;10;45;12;8;37;8;7;35;3;8;34;5
3356;21.05.2022 08:00;10;45;11;8;37;8;7;35;3;8;34;3
3357;21.05.2022 09:00;10;45;10;8;37;8;7;35;3;8;34;3
3358;21.05.2022 10:00;10;45;10;8;37;8;7;35;3;8;34;3
3359;21.05.2022 11:00;10;45;10;8;37;8;7;35;3;8;34;3
3360;21.05.2022 12:00;10;45;10;8;37;8;7;35;3;9;34;3
3361;21.05.2022 13:00;15;45;13;16;37;8;13;35;3;16;34;4
3362;21.05.2022 14:00;15;45;10;16;37;7;13;35;3;16;34;4
3363;21.05.2022 15:00;5;45;10;8;37;7;6;35;3;8;34;4
3364;21.05.2022 16:00;5;45;10;8;37;7;6;35;3;8;34;4
3365;21.05.2022 17:00;5;45;10;8;37;7;6;35;3;8;34;4
3366;21.05.2022 18:00;5;45;10;8;37;7;6;35;3;8;34;4
3367;21.05.2022 19:00;5;45;10;8;37;7;5;35;3;8;34;4
3368;21.05.2022 20:00;10;45;10;11;37;8;7;35;3;12;34;6
3369;21.05.2022 21:00;10;45;10;11;37;7;8;35;3;12;34;5
3370;21.05.2022 22:00;5;45;10;3;37;7;3;35;3;4;34;5
3371;21.05.2022 23:00;5;45;10;3;37;7;3;35;3;4;34;5
3372;22.05.2022 00:00;5;44;10;3;37;7;3;35;3;4;34;5
3373;22.05.2022 01:00;5;44;10;3;37;7;3;35;3;4;34;5
3374;22.05.2022 02:00;5;44;10;3;37;7;3;35;3;4;34;5
3375;22.05.2022 03:00;5;44;10;3;37;7;3;35;3;4;34;5
3376;22.05.2022 04:00;5;44;10;3;37;7;3;35;3;4;34;5
3377;22.05.2022 05:00;15;44;11;11;37;9;9;35;3;12;34;6
3378;22.05.2022 06:00;15;44;9;11;37;7;10;35;3;13;34;5
3379;22.05.2022 07:00;10;44;9;8;37;7;7;35;3;9;34;5
3380;22.05.2022 08:00;10;44;9;8;37;7;7;35;3;9;34;5
3381;22.05.2022 09:00;10;44;9;8;37;7;7;35;3;9;34;5
3382;22.05.2022 10:00;10;44;9;8;37;7;7;35;3;9;34;5
3383;22.05.2022 11:00;10;44;9;8;37;7;8;35;3;9;34;5
3384;22.05.2022 12:00;10;44;9;8;37;7;8;35;3;9;34;5
3385;22.05.2022 13:00;14;44;13;16;37;7;13;35;3;17;34;6
3386;22.05.2022 14:00;14;44;10;16;37;7;13;35;3;17;34;5
3387;22.05.2022 15:00;4;44;10;8;37;7;6;35;3;8;34;5
3388;22.05.2022 16:00;4;44;10;8;37;7;6;35;3;8;34;5
3389;22.05.2022 17:00;4;44;10;8;37;7;6;35;3;8;34;5
3390;22.05.2022 18:00;4;44;10;8;37;7;6;35;3;8;34;5
3391;22.05.2022 19:00;4;44;10;8;37;7;5;35;3;8;34;5
3392;22.05.2022 20:00;9;44;10;11;37;8;6;35;3;12;34;7
3393;22.05.2022 21:00;9;44;10;11;37;7;7;35;3;12;34;5
3394;22.05.2022 22:00;5;44;10;3;37;7;3;35;3;4;34;5
